name
ROLE_SYSTEM_ADMIN
PERMISSION_STAFFROLE_VIEW
PERMISSION_STAFFROLE_CREATE
PERMISSION_STAFFROLE_EDIT
PERMISSION_STAFFROLE_DELETE
PERMISSION_STAFF_VIEW
PERMISSION_STAFF_CREATE
PERMISSION_STAFF_EDIT
PERMISSION_STAFF_DELETE
PERMISSION_MENUITEM_VIEW
PERMISSION_MENUITEM_CREATE
PERMISSION_MENUITEM_EDIT
PERMISSION_MENUITEM_DELETE
PERMISSION_TABLE_VIEW
PERMISSION_TABLE_CREATE
PERMISSION_TABLE_EDIT
PERMISSION_TABLE_DELETE
PERMISSION_BILL_VIEW
PERMISSION_BILL_EDIT
PERMISSION_BILL_DELETE
PERMISSION_ORDER_WAITER
PERMISSION_ORDER_DISCOUNT
PERMISSION_ORDER_PAYMENT
